n_llama,n_yolos,n_bart,llama_avg_ms,yolos_avg_ms,bart_avg_ms,Llama contention ,Yolos contention,Bart contention
3,6,7,46.89062411,41.05317636,44.425018,41.86662411,36.00317636,43.555018
4,1,7,22.68805417,16.99718481,19.78152724,17.66405417,11.94718481,18.91152724
4,2,7,28.35199899,22.36631281,25.05282198,23.32799899,17.31631281,24.18282198
4,3,7,33.71916843,27.26274404,30.64293256,28.69516843,22.21274404,29.77293256
4,4,7,39.36987507,32.49978007,36.0773437,34.34587507,27.44978007,35.2073437
4,5,7,44.88497729,37.54697513,41.58617261,39.86097729,32.49697513,40.71617261
4,6,7,50.48763635,43.16295199,47.21334074,45.46363635,38.11295199,46.34334074
5,1,7,26.64353461,19.68636431,22.51421397,21.61953461,14.63636431,21.64421397
5,2,7,31.97850449,24.36720176,28.06008729,26.95450449,19.31720176,27.19008729
5,3,7,37.52136595,29.67415398,33.34529145,32.49736595,24.62415398,32.47529145
5,4,7,42.89966678,34.62869732,38.83580922,37.87566678,29.57869732,37.96580922
5,5,7,48.39036412,39.77196079,44.37117199,43.36636412,34.72196079,43.50117199
5,6,7,53.96902363,45.181621,49.96362654,48.94502363,40.131621,49.09362654
6,1,7,30.01285112,21.22808197,25.52638266,24.98885112,16.17808197,24.65638266
6,2,7,35.65966599,26.56993108,30.73474517,30.63566599,21.51993108,29.86474517
6,3,7,41.12089001,31.5337716,36.17338737,36.09689001,26.4837716,35.30338737
6,4,7,46.6096426,36.64877206,41.65091719,41.5856426,31.59877206,40.78091719
6,5,7,52.12137366,41.940477,47.15257794,47.09737366,36.890477,46.28257794
6,6,7,57.48255893,47.0943055,52.78718773,52.45855893,42.0443055,51.91718773
8,1,1,34.57157445,23.77097849,27.76360214,29.54757445,18.72097849,26.89360214
8,1,2,35.2388414,24.35693726,28.31278391,30.2148414,19.30693726,27.44278391
8,1,3,35.64249056,24.82188541,29.04198155,30.61849056,19.77188541,28.17198155
8,1,4,36.23788917,24.9310816,29.51448825,31.21388917,19.8810816,28.64448825
8,1,5,36.61574204,25.37012655,29.99488842,31.59174204,20.32012655,29.12488842
8,1,6,37.21083846,25.52785005,30.55907875,32.18683846,20.47785005,29.68907875
8,1,7,37.58357188,25.67443359,31.04215261,32.55957188,20.62443359,30.17215261
8,1,8,37.9650089,25.8568546,31.50137303,32.9410089,20.8068546,30.63137303
8,2,1,40.05919159,28.71355498,33.44041008,35.03519159,23.66355498,32.57041008
8,2,2,40.45557683,29.03503301,34.33326263,35.43157683,23.98503301,33.46326263
8,2,3,41.05927705,29.40771994,34.49626896,36.03527705,24.35771994,33.62626896
8,2,4,41.45746189,29.69620727,35.11696652,36.43346189,24.64620727,34.24696652
8,2,5,42.0542644,30.0582688,35.4868344,37.0302644,25.0082688,34.6168344
8,2,6,42.57102521,30.44518679,35.91549605,37.54702521,25.39518679,35.04549605
8,2,7,42.9896223,30.73238722,36.42338358,37.9656223,25.68238722,35.55338358
8,2,8,43.52626348,31.09670649,36.86479294,38.50226348,26.04670649,35.99479294
8,3,1,45.52230917,33.77162389,39.08104661,40.49830917,28.72162389,38.21104661
8,3,2,46.10652636,34.13280774,39.43560996,41.08252636,29.08280774,38.56560996
8,3,3,46.47423094,34.37538664,39.9615083,41.45023094,29.32538664,39.0915083
8,3,4,47.01726913,34.71680495,40.3867374,41.99326913,29.66680495,39.5167374
8,3,5,47.47735903,35.12890588,40.87783778,42.45335903,30.07890588,40.00783778
8,3,6,47.86769685,35.32922072,41.39734573,42.84369685,30.27922072,40.52734573
8,3,7,48.40047928,35.67344344,41.79926672,43.37647928,30.62344344,40.92926672
8,3,8,48.83041073,35.97080912,42.32105389,43.80641073,30.92080912,41.45105389
8,4,1,51.01353255,38.77328538,44.39494076,45.98953255,33.72328538,43.52494076
8,4,2,51.61094867,39.34682095,44.88106769,46.58694867,34.29682095,44.01106769
8,4,3,52.01651434,39.56514954,45.36166778,46.99251434,34.51514954,44.49166778
8,4,4,52.39186472,39.72409303,45.93581796,47.36786472,34.67409303,45.06581796
8,4,5,52.77823778,40.03475331,46.50795999,47.75423778,34.98475331,45.63795999
8,4,6,53.32767959,40.4162921,46.8302605,48.30367959,35.3662921,45.9602605
8,4,7,53.7309263,40.68873375,47.33843983,48.7069263,35.63873375,46.46843983
8,4,8,54.16239529,40.96805973,47.87698592,49.13839529,35.91805973,47.00698592
8,5,1,56.57584746,44.2056945,50.27905045,51.55184746,39.1556945,49.40905045
8,5,2,57.13236797,44.53904438,50.45608262,52.10836797,39.48904438,49.58608262
8,5,3,57.55657216,44.93874765,51.01016664,52.53257216,39.88874765,50.14016664
8,5,4,57.95307395,45.1979996,51.5403507,52.92907395,40.1479996,50.6703507
8,5,5,58.47329534,45.47605017,51.89366813,53.44929534,40.42605017,51.02366813
8,5,6,58.87070267,45.78163918,52.39709497,53.84670267,40.73163918,51.52709497
8,5,7,59.26151175,45.99143899,52.88020948,54.23751175,40.94143899,52.01020948
8,5,8,59.77250681,46.38772194,53.29845839,54.74850681,41.33772194,52.42845839
8,6,1,62.16802839,49.53580593,55.61100305,57.14402839,44.48580593,54.74100305
8,6,2,62.50166883,49.62488686,56.21329823,57.47766883,44.57488686,55.34329823
8,6,3,62.94158852,50.04319103,56.8515684,57.91758852,44.99319103,55.9815684
8,6,4,63.43053861,50.30687117,57.02754731,58.40653861,45.25687117,56.15754731
8,6,5,63.88675946,50.64791026,57.58337888,58.86275946,45.59791026,56.71337888
8,6,6,64.252676,50.96013516,58.10218647,59.228676,45.91013516,57.23218647
8,6,7,64.79038065,51.2812293,58.41259466,59.76638065,46.2312293,57.54259466
8,6,8,65.19347533,51.61018738,58.9133489,60.16947533,46.56018738,58.0433489
8,7,1,67.64596896,54.7310282,61.24924743,62.62196896,49.6810282,60.37924743
8,7,2,68.01159731,55.0405589,61.75392731,62.98759731,49.9905589,60.88392731
8,7,3,68.59855461,55.35645714,62.09211598,63.57455461,50.30645714,61.22211598
8,7,4,68.94556783,55.6607579,62.57423512,63.92156783,50.6107579,61.70423512
8,7,5,69.3240068,55.9497551,63.13709261,64.3000068,50.8997551,62.26709261
8,7,6,69.90374619,56.33004774,63.47667998,64.87974619,51.28004774,62.60667998
8,7,7,70.34989121,56.62757683,64.00588364,65.32589121,51.57757683,63.13588364
8,7,8,70.78827805,56.94802063,64.32748983,65.76427805,51.89802063,63.45748983
8,8,1,73.16024656,60.03778663,67.00524241,68.13624656,54.98778663,66.13524241
8,8,2,73.69094036,60.38523744,67.24332457,68.66694036,55.33523744,66.37332457
8,8,3,74.07744725,60.74372391,67.73268964,69.05344725,55.69372391,66.86268964
8,8,4,74.54108377,61.05802397,68.17387264,69.51708377,56.00802397,67.30387264
8,8,5,75.0129929,61.39960916,68.55915124,69.9889929,56.34960916,67.68915124
8,8,6,75.44183656,61.69780311,69.08262296,70.41783656,56.64780311,68.21262296
8,8,7,75.96931466,62.09862421,69.51283739,70.94531466,57.04862421,68.64283739
8,8,8,76.40803241,62.33081768,69.96970517,71.38403241,57.28081768,69.09970517
1,8,1,40.44861331,46.10519001,26.96615038,35.42461331,41.05519001,26.09615038
1,8,2,42.9563988,46.37370263,27.94694182,37.9323988,41.32370263,27.07694182
1,8,3,42.65796879,46.73907755,30.87532564,37.63396879,41.68907755,30.00532564
1,8,4,46.95284001,46.84824818,33.2440938,41.92884001,41.79824818,32.3740938
1,8,5,47.11829133,47.25918541,35.86699018,42.09429133,42.20918541,34.99699018
1,8,6,48.88636076,47.55072983,36.05976299,43.86236076,42.50072983,35.18976299
1,8,7,51.45863936,47.36789857,43.8069616,46.43463936,42.31789857,42.9369616
1,8,8,51.6790749,47.2284769,50.7389696,46.6550749,42.1784769,49.8689696
2,8,1,51.6393364,48.60440451,38.68356627,46.6153364,43.55440451,37.81356627
2,8,2,52.31110518,48.81055358,42.31096427,47.28710518,43.76055358,41.44096427
2,8,3,53.34882791,49.16767187,40.72881152,48.32482791,44.11767187,39.85881152
2,8,4,53.68468516,49.31050396,44.07229725,48.66068516,44.26050396,43.20229725
2,8,5,54.03838218,49.46358445,48.08999718,49.01438218,44.41358445,47.21999718
2,8,6,54.52818464,49.7345056,47.23233788,49.50418464,44.6845056,46.36233788
2,8,7,54.4705634,49.21248491,52.90689553,49.4465634,44.16248491,52.03689553
2,8,8,55.16853624,49.6857233,53.532974,50.14453624,44.6357233,52.662974
3,8,1,55.91627782,50.91740035,44.1943516,50.89227782,45.86740035,43.3243516
3,8,2,56.19999165,51.08453669,46.08262725,51.17599165,46.03453669,45.21262725
3,8,3,56.60713712,51.13086445,50.29511047,51.58313712,46.08086445,49.42511047
3,8,4,56.99793288,51.33877851,50.65551229,51.97393288,46.28877851,49.78551229
3,8,5,57.37796188,51.32436009,53.51734716,52.35396188,46.27436009,52.64734716
3,8,6,57.60022952,51.09775193,55.29887978,52.57622952,46.04775193,54.42887978
3,8,7,57.93340057,51.37546044,55.56437551,52.90940057,46.32546044,54.69437551
3,8,8,58.3793309,51.83039148,56.07336751,53.3553309,46.78039148,55.20336751
4,8,1,59.20150378,52.59496648,53.43193108,54.17750378,47.54496648,52.56193108
4,8,2,59.84923899,53.08981203,53.49020702,54.82523899,48.03981203,52.62020702
4,8,3,60.01951829,52.50026861,56.71628313,54.99551829,47.45026861,55.84628313
4,8,4,60.2602369,52.73023864,57.13186468,55.2362369,47.68023864,56.26186468
4,8,5,60.61589549,52.84122009,57.61606396,55.59189549,47.79122009,56.74606396
4,8,6,61.15429682,53.32232013,58.05051986,56.13029682,48.27232013,57.18051986
4,8,7,61.61871492,53.71467724,58.55096813,56.59471492,48.66467724,57.68096813
4,8,8,61.86740104,54.02230341,58.92620127,56.84340104,48.97230341,58.05620127
5,8,1,62.72752176,54.1155771,58.68446567,57.70352176,49.0655771,57.81446567
5,8,2,63.07117966,54.37064915,59.03944974,58.04717966,49.32064915,58.16944974
5,8,3,63.29422382,54.44725651,59.38885187,58.27022382,49.39725651,58.51885187
5,8,4,63.72215384,54.66287149,59.90601673,58.69815384,49.61287149,59.03601673
5,8,5,64.24709286,54.94181929,60.31716852,59.22309286,49.89181929,59.44716852
5,8,6,64.75835387,55.61697735,60.85421253,59.73435387,50.56697735,59.98421253
5,8,7,64.93748296,55.71377286,61.18215078,59.91348296,50.66377286,60.31215078
5,8,8,65.51010931,56.09593808,61.63852556,60.48610931,51.04593808,60.76852556
6,8,1,66.11129663,55.8127989,61.3219969,61.08729663,50.7627989,60.4519969
6,8,2,66.38658909,56.13825488,61.7909166,61.36258909,51.08825488,60.9209166
6,8,3,66.83336488,56.55809235,62.3278318,61.80936488,51.50809235,61.4578318
6,8,4,67.34161286,56.90730748,62.63756445,62.31761286,51.85730748,61.76756445
6,8,5,67.77082417,57.18859518,63.19069704,62.74682417,52.13859518,62.32069704
6,8,6,68.07475459,57.45097704,63.62134857,63.05075459,52.40097704,62.75134857
6,8,7,68.62477979,57.84756129,63.97701436,63.60077979,52.79756129,63.10701436
6,8,8,68.96754369,58.11544343,64.48902841,63.94354369,53.06544343,63.61902841
7,8,1,69.40673669,57.98712976,64.18929633,64.38273669,52.93712976,63.31929633
7,8,2,69.92455131,58.19820505,64.66679517,64.90055131,53.14820505,63.79679517
7,8,3,70.38897803,58.46679204,64.87545691,65.36497803,53.41679204,64.00545691
7,8,4,70.73768715,58.86800098,65.3572435,65.71368715,53.81800098,64.4872435
7,8,5,71.09147511,59.20816961,65.83437929,66.06747511,54.15816961,64.96437929
7,8,6,71.67120598,59.53728224,66.20393503,66.64720598,54.48728224,65.33393503
7,8,7,72.06361502,59.81353249,66.6964531,67.03961502,54.76353249,65.8264531
7,8,8,72.5291546,60.17846461,67.05188323,67.5051546,55.12846461,66.18188323
1,1,8,12.7271187,10.9175029,11.38898101,7.7031187,5.867502897,10.51898101
1,2,8,18.1601411,16.14157968,17.21565543,13.1361411,11.09157968,16.34565543
1,3,8,23.79775993,21.41319805,22.61285248,18.77375993,16.36319805,21.74285248
1,4,8,29.38146909,26.66908696,27.40517145,24.35746909,21.61908696,26.53517145
1,5,8,34.96794324,32.01129394,31.05565246,29.94394324,26.96129394,30.18565246
1,6,8,40.66969131,37.44540503,34.80759761,35.64569131,32.39540503,33.93759761
1,7,8,46.28169718,42.56539658,38.62791694,41.25769718,37.51539658,37.75791694
2,1,8,16.09397614,13.20723198,14.44866198,11.06997614,8.157231976,13.57866198
2,2,8,21.56197232,18.24690444,19.94829627,16.53797232,13.19690444,19.07829627
2,3,8,27.11632405,23.17469497,25.45916341,22.09232405,18.12469497,24.58916341
2,4,8,32.65430872,28.6723506,31.05346598,27.63030872,23.6223506,30.18346598
2,5,8,38.29406866,34.12952706,36.51797592,33.27006866,29.07952706,35.64797592
2,6,8,43.88134834,39.18535936,42.20459028,38.85734834,34.13535936,41.33459028
2,7,8,49.51972536,44.71032748,47.34767192,44.49572536,39.66032748,46.47767192
3,1,8,19.82082808,15.81691613,17.35830704,14.79682808,10.76691613,16.48830704
3,2,8,25.2686115,20.50599356,22.78180965,20.2446115,15.45599356,21.91180965
3,3,8,30.78820839,25.66504636,28.28705358,25.76420839,20.61504636,27.41705358
3,4,8,36.26204624,30.6568301,33.76896646,31.23804624,25.6068301,32.89896646
3,5,8,41.81412351,36.23819483,39.30677643,36.79012351,31.18819483,38.43677643
3,6,8,47.23183444,41.17064932,44.8414711,42.20783444,36.12064932,43.9714711
3,7,8,52.93430428,46.60544435,50.50575695,47.91030428,41.55544435,49.63575695
4,1,8,23.29587061,17.52030939,20.17627087,18.27187061,12.47030939,19.30627087
4,2,8,28.76262502,22.6335733,25.6059904,23.73862502,17.5835733,24.7359904
4,3,8,34.22063067,27.49388078,31.07057688,29.19663067,22.44388078,30.20057688
4,4,8,39.89147905,32.86183744,36.55112664,34.86747905,27.81183744,35.68112664
4,5,8,45.2863214,37.88332936,42.07615638,40.2623214,32.83332936,41.20615638
4,6,8,50.89217135,43.29853194,47.6456568,45.86817135,38.24853194,46.7756568
4,7,8,56.522024,48.72624571,53.32403989,51.498024,43.67624571,52.45403989
5,1,8,27.11890374,20.09771596,23.08220211,22.09490374,15.04771596,22.21220211
5,2,8,32.53140717,24.71815562,28.45190038,27.50740717,19.66815562,27.58190038
5,3,8,37.93013025,29.9888228,33.79564917,32.90613025,24.9388228,32.92564917
5,4,8,43.29406137,34.86621454,39.29642551,38.27006137,29.81621454,38.42642551
5,5,8,48.95847727,40.25540668,44.87181756,43.93447727,35.20540668,44.00181756
5,6,8,54.37954316,45.41781002,50.39854107,49.35554316,40.36781002,49.52854107
5,7,8,59.85157798,50.63721667,56.0816438,54.82757798,45.58721667,55.2116438
6,1,8,30.60735912,21.72562968,25.88318604,25.58335912,16.67562968,25.01318604
6,2,8,36.19865392,26.92113754,31.2065002,31.17465392,21.87113754,30.3365002
6,3,8,41.51359215,31.70080054,36.67752922,36.48959215,26.65080054,35.80752922
6,4,8,47.14212315,37.30394469,42.14879303,42.11812315,32.25394469,41.27879303
6,5,8,52.50648638,42.21194624,47.65551244,47.48248638,37.16194624,46.78551244
6,6,8,57.90807678,47.37810458,53.29816952,52.88407678,42.32810458,52.42816952
6,7,8,63.5679251,52.77485718,58.78086372,58.5439251,47.72485718,57.91086372
7,1,8,34.34666144,23.89143862,28.63659533,29.32266144,18.84143862,27.76659533
7,2,8,39.57188794,28.6281684,34.03269369,34.54788794,23.5781684,33.16269369
7,3,8,45.16262664,33.93374533,39.40698867,40.13862664,28.88374533,38.53698867
7,4,8,50.50650699,38.93827887,44.89916239,45.48250699,33.88827887,44.02916239
7,5,8,55.90993071,44.06964015,50.51290814,50.88593071,39.01964015,49.64290814
7,6,8,61.51893367,49.48734802,55.94281942,56.49493367,44.43734802,55.07281942
7,7,8,66.9083824,54.73180066,61.59774433,61.8843824,49.68180066,60.72774433
9,1,1,38.05720916,25.63141953,30.78441888,33.03320916,20.58141953,29.91441888
9,1,2,38.46832151,25.79808673,31.73255602,33.44432151,20.74808673,30.86255602
9,1,3,39.12995109,26.31779571,31.8246326,34.10595109,21.26779571,30.9546326
9,1,4,39.49914904,26.43985889,32.55689102,34.47514904,21.38985889,31.68689102
9,1,5,40.1448876,26.98347285,32.88922648,35.1208876,21.93347285,32.01922648
9,1,6,40.7315619,27.43648827,33.39691424,35.7075619,22.38648827,32.52691424
9,1,7,41.32116443,27.92796891,33.89634783,36.29716443,22.87796891,33.02634783
9,1,8,41.65070055,28.04950899,34.29320869,36.62670055,22.99950899,33.42320869
9,1,9,42.24956574,28.50185553,34.80687455,37.22556574,23.45185553,33.93687455
9,2,1,43.51152194,30.73040307,36.45571152,38.48752194,25.68040307,35.58571152
9,2,2,44.14399388,31.16541799,36.70936664,39.11999388,26.11541799,35.83936664
9,2,3,44.54198327,31.42054011,37.36468359,39.51798327,26.37054011,36.49468359
9,2,4,45.13422141,31.77646328,37.7971831,40.11022141,26.72646328,36.9271831
9,2,5,45.71764247,32.17945074,38.31677713,40.69364247,27.12945074,37.44677713
9,2,6,46.23630147,32.44549813,38.82725727,41.21230147,27.39549813,37.95725727
9,2,7,46.65729913,32.8339986,39.23475107,41.63329913,27.7839986,38.36475107
9,2,8,47.1778871,33.07608602,39.72009827,42.1538871,28.02608602,38.85009827
9,2,9,47.63698521,33.38477474,40.23217769,42.61298521,28.33477474,39.36217769
9,3,1,49.20293637,35.87408036,41.54473087,44.17893637,30.82408036,40.67473087
9,3,2,49.57236005,36.15719597,42.10578925,44.54836005,31.10719597,41.23578925
9,3,3,50.19010387,36.62300842,42.72395754,45.16610387,31.57300842,41.85395754
9,3,4,50.71747867,36.78387912,43.26771821,45.69347867,31.73387912,42.39771821
9,3,5,51.158241,37.03805591,43.8418256,46.134241,31.98805591,42.9718256
9,3,6,51.66277076,37.42801037,44.19800538,46.63877076,32.37801037,43.32800538
9,3,7,52.12987079,37.67467313,44.71917657,47.10587079,32.62467313,43.84917657
9,3,8,52.53187278,37.95616259,45.2257214,47.50787278,32.90616259,44.3557214
9,3,9,53.03392929,38.36439471,45.61400082,48.00992929,33.31439471,44.74400082
9,4,1,54.50060725,40.91710564,47.45484001,49.47660725,35.86710564,46.58484001
9,4,2,55.09258202,41.27666484,47.70345423,50.06858202,36.22666484,46.83345423
9,4,3,55.68405119,41.74275094,48.27152237,50.66005119,36.69275094,47.40152237
9,4,4,56.19014358,42.03099925,48.79146303,51.16614358,36.98099925,47.92146303
9,4,5,56.59350892,42.3711739,49.13938804,51.56950892,37.3211739,48.26938804
9,4,6,57.1165444,42.64255582,49.64785753,52.0925444,37.59255582,48.77785753
9,4,7,57.54264124,42.86208996,50.16095088,52.51864124,37.81208996,49.29095088
9,4,8,58.02990014,43.28396951,50.57089228,53.00590014,38.23396951,49.70089228
9,4,9,58.49502405,43.56650936,51.07004096,53.47102405,38.51650936,50.20004096
9,5,1,60.10087461,46.11741002,52.63191406,55.07687461,41.06741002,51.76191406
9,5,2,60.72584001,46.4977899,53.32806705,55.70184001,41.4477899,52.45806705
9,5,3,61.17274279,46.78654684,53.95733546,56.14874279,41.73654684,53.08733546
9,5,4,61.67544722,47.17923089,54.26223965,56.65144722,42.12923089,53.39223965
9,5,5,62.1256944,47.45587107,54.76754628,57.1016944,42.40587107,53.89754628
9,5,6,62.50350458,47.69826402,55.29655786,57.47950458,42.64826402,54.42655786
9,5,7,63.04253325,48.10769067,55.60579047,58.01853325,43.05769067,54.73579047
9,5,8,63.45821942,48.35847382,56.1738523,58.43421942,43.30847382,55.3038523
9,5,9,63.95202117,48.75598097,56.5401284,58.92802117,43.70598097,55.6701284
9,6,1,65.76261682,51.67012318,58.34247854,60.73861682,46.62012318,57.47247854
9,6,2,66.24041995,51.77883512,58.891353,61.21641995,46.72883512,58.021353
9,6,3,66.67078266,52.22742308,59.25566075,61.64678266,47.17742308,58.38566075
9,6,4,67.12849644,52.41353216,59.75454776,62.10449644,47.36353216,58.88454776
9,6,5,67.60745514,52.70985036,60.31012085,62.58345514,47.65985036,59.44012085
9,6,6,68.03919594,53.0705424,60.63124185,63.01519594,48.0205424,59.76124185
9,6,7,68.52644995,53.40034953,61.15852826,63.50244995,48.35034953,60.28852826
9,6,8,68.99928328,53.77262923,61.57599768,63.97528328,48.72262923,60.70599768
9,6,9,69.44491207,54.05703546,62.05750067,64.42091207,49.00703546,61.18750067
9,7,1,71.16612612,56.65110944,63.84918343,66.14212612,51.60110944,62.97918343
9,7,2,71.59054849,57.09329293,64.29407106,66.56654849,52.04329293,63.42407106
9,7,3,72.14119589,57.46717741,64.77119716,67.11719589,52.41717741,63.90119716
9,7,4,72.66497206,57.77552204,65.32566162,67.64097206,52.72552204,64.45566162
9,7,5,73.1090767,58.09878147,65.69925703,68.0850767,53.04878147,64.82925703
9,7,6,73.64535673,58.51892042,66.2841151,68.62135673,53.46892042,65.4141151
9,7,7,74.01952464,58.77049193,66.63066852,68.99552464,53.72049193,65.76066852
9,7,8,74.52493436,59.04904098,67.13426016,69.50093436,53.99904098,66.26426016
9,8,1,76.17951759,61.63378328,69.30617352,71.15551759,56.58378328,68.43617352
9,8,2,77.11598273,62.39856134,69.89174893,72.09198273,57.34856134,69.02174893
9,8,3,77.67083308,62.78535798,70.32564417,72.64683308,57.73535798,69.45564417
9,8,4,78.11493184,63.05562139,70.82278238,73.09093184,58.00562139,69.95278238
9,8,5,78.62309566,63.42530172,71.28844767,73.59909566,58.37530172,70.41844767
9,8,6,79.03509543,63.71561756,71.7469103,74.01109543,58.66561756,70.8769103
9,8,7,79.63883053,64.12249466,72.2808526,74.61483053,59.07249466,71.4108526
9,9,1,81.69943776,66.99158776,74.58263251,76.67543776,61.94158776,73.71263251
9,9,2,82.72361568,67.79339336,75.65992336,77.69961568,62.74339336,74.78992336
9,9,3,83.21119998,68.14599374,76.00579726,78.18719998,63.09599374,75.13579726
9,9,4,83.7176351,68.46055293,76.50295777,78.6936351,63.41055293,75.63295777
9,9,5,84.09934782,68.80252943,76.85459386,79.07534782,63.75252943,75.98459386
9,9,6,84.64148573,69.14463602,77.36435606,79.61748573,64.09463602,76.49435606
1,9,1,41.06888532,50.83753507,27.82033092,36.04488532,45.78753507,26.95033092
1,9,2,42.4926747,51.68839253,33.81352989,37.4686747,46.63839253,32.94352989
1,9,3,45.63415866,52.05518366,33.73844857,40.61015866,47.00518366,32.86844857
1,9,4,46.1706043,52.36499566,36.09987284,41.1466043,47.31499566,35.22987284
1,9,5,50.79339963,52.65520607,39.66296044,45.76939963,47.60520607,38.79296044
1,9,6,52.06489625,52.88116313,38.87927165,47.04089625,47.83116313,38.00927165
1,9,7,57.03941792,52.53708094,47.69684282,52.01541792,47.48708094,46.82684282
1,9,8,57.20446187,52.30568646,54.39601481,52.18046187,47.25568646,53.52601481
1,9,9,57.74101873,53.02620399,55.2746877,52.71701873,47.97620399,54.4046877
2,9,1,57.63337961,53.80413474,44.49539823,52.60937961,48.75413474,43.62539823
2,9,2,58.78382517,54.06620532,41.72173191,53.75982517,49.01620532,40.85173191
2,9,3,58.28876516,54.53937158,43.29995688,53.26476516,49.48937158,42.42995688
2,9,4,59.45815144,54.9780335,43.32861518,54.43415144,49.9280335,42.45861518
2,9,5,59.70630967,54.8676652,49.64682453,54.68230967,49.8176652,48.77682453
2,9,6,59.71654861,54.27852449,58.23817575,54.69254861,49.22852449,57.36817575
2,9,7,60.21445679,54.5254141,58.69038726,55.19045679,49.4754141,57.82038726
2,9,8,60.71065489,55.39173553,55.35300641,55.68665489,50.34173553,54.48300641
2,9,9,60.92366579,55.51825179,59.4785281,55.89966579,50.46825179,58.6085281
3,9,1,61.3434395,55.9581346,52.35424041,56.3194395,50.9081346,51.48424041
3,9,2,61.76458583,56.31212367,51.38589891,56.74058583,51.26212367,50.51589891
3,9,3,62.17878964,56.59173001,54.32835278,57.15478964,51.54173001,53.45835278
3,9,4,62.35712638,56.60869479,58.65611356,57.33312638,51.55869479,57.78611356
3,9,5,62.65180883,56.34613196,60.3728199,57.62780883,51.29613196,59.5028199
3,9,6,63.09407419,56.43192128,60.83605427,58.07007419,51.38192128,59.96605427
3,9,7,63.58497863,56.86112377,61.32300823,58.56097863,51.81112377,60.45300823
3,9,8,63.7719045,57.21346665,61.60648675,58.7479045,52.16346665,60.73648675
3,9,9,64.37278083,57.54682938,62.05754925,59.34878083,52.49682938,61.18754925
4,9,1,64.557832,57.25921819,61.5964858,59.533832,52.20921819,60.7264858
4,9,2,65.0524556,57.6656039,61.87025168,60.0284556,52.6156039,61.00025168
4,9,3,65.42881672,57.6900832,62.25037392,60.40481672,52.6400832,61.38037392
4,9,4,65.8232271,57.95346432,62.7158758,60.7992271,52.90346432,61.8458758
4,9,5,66.27898514,58.36513873,63.1347653,61.25498514,53.31513873,62.2647653
4,9,6,66.74332474,58.56321439,63.65518385,61.71932474,53.51321439,62.78518385
4,9,7,67.06407352,58.93004268,64.09130206,62.04007352,53.88004268,63.22130206
4,9,8,67.59155555,59.33362556,64.50139672,62.56755555,54.28362556,63.63139672
4,9,9,68.01173,59.57607049,64.9743451,62.98773,54.52607049,64.1043451
5,9,1,67.93168607,59.19138431,64.03211845,62.90768607,54.14138431,63.16211845
5,9,2,68.43734888,59.41048262,64.70751683,63.41334888,54.36048262,63.83751683
5,9,3,68.73990466,59.83182469,65.15534264,63.71590466,54.78182469,64.28534264
5,9,4,69.23288945,60.03970455,65.46794249,64.20888945,54.98970455,64.59794249
5,9,5,69.58671911,60.5031572,65.91193544,64.56271911,55.4531572,65.04193544
5,9,6,69.98283736,60.82442181,66.39053746,64.95883736,55.77442181,65.52053746
5,9,7,70.45127542,61.11999769,66.72764538,65.42727542,56.06999769,65.85764538
5,9,8,70.85829731,61.42520561,67.20079529,65.83429731,56.37520561,66.33079529
5,9,9,71.36701572,61.76500548,67.59939571,66.34301572,56.71500548,66.72939571
6,9,1,71.51343781,61.30511844,66.81240452,66.48943781,56.25511844,65.94240452
6,9,2,71.88558616,61.59720157,67.38980207,66.86158616,56.54720157,66.51980207
6,9,3,72.34111857,61.93429647,67.65533664,67.31711857,56.88429647,66.78533664
6,9,4,72.77829755,62.19844425,68.18190168,67.75429755,57.14844425,67.31190168
6,9,5,73.18931946,62.59031439,68.69445434,68.16531946,57.54031439,67.82445434
6,9,6,73.66746337,62.85325591,69.03454169,68.64346337,57.80325591,68.16454169
6,9,7,74.09051374,63.13388646,69.51910183,69.06651374,58.08388646,68.64910183
6,9,8,74.53920454,63.5184823,69.84621135,69.51520454,58.4684823,68.97621135
6,9,9,75.06978349,63.75327319,70.44223293,70.04578349,58.70327319,69.57223293
7,9,1,74.88082465,63.25564292,69.72799948,69.85682465,58.20564292,68.85799948
7,9,2,75.43764452,63.62948446,69.90982563,70.41364452,58.57948446,69.03982563
7,9,3,75.88257726,63.83864275,70.50154386,70.85857726,58.78864275,69.63154386
7,9,4,76.231521,64.30933384,70.96147426,71.207521,59.25933384,70.09147426
7,9,5,76.75968759,64.70577128,71.3027193,71.73568759,59.65577128,70.4327193
7,9,6,77.14624807,64.95986445,71.78356189,72.12224807,59.90986445,70.91356189
7,9,7,77.70526594,65.32613612,72.18873591,72.68126594,60.27613612,71.31873591
7,9,8,78.13221241,65.56413215,72.69396619,73.10821241,60.51413215,71.82396619
7,9,9,78.49955127,65.91561419,72.95798967,73.47555127,60.86561419,72.08798967
8,9,1,78.6659382,65.37546036,72.38516877,73.6419382,60.32546036,71.51516877
8,9,2,79.18604218,65.82611812,72.81288887,74.16204218,60.77611812,71.94288887
8,9,3,79.57111171,66.11441781,73.28761998,74.54711171,61.06441781,72.41761998
8,9,4,80.14701751,66.44306685,73.68695182,75.12301751,61.39306685,72.81695182
8,9,5,80.5557064,66.74397989,74.17258588,75.5317064,61.69397989,73.30258588
8,9,6,81.1027773,67.09781381,74.63703841,76.0787773,62.04781381,73.76703841
