timestamp_ns,timestamp,datetime,bandwidth_mbps,rtt_ms
1775939488185634100,1775939488.1856341,15:31:28.185,62.9,76.6006
1775939489169575000,1775939489.169575,15:31:29.169,83.9,59.5313
1775939490146986500,1775939490.1469865,15:31:30.146,83.9,38.1286
1775939491163263600,1775939491.1632636,15:31:31.163,105.0,54.5455
1775939492174039400,1775939492.1740394,15:31:32.174,105.0,65.3046
1775939493128062500,1775939493.1280625,15:31:33.128,147.0,19.3674
1775939494142205000,1775939494.142205,15:31:34.142,199.0,33.0878
1775939495141081300,1775939495.1410813,15:31:35.141,210.0,30.669
1775939496137090000,1775939496.13709,15:31:36.137,231.0,28.5041
1775939497137398500,1775939497.1373985,15:31:37.137,241.0,28.7956
1775939498127483000,1775939498.127483,15:31:38.127,315.0,18.4803
1775939499137520600,1775939499.1375206,15:31:39.137,294.0,27.2741
1775939500130939200,1775939500.1309392,15:31:40.130,283.0,22.3416
1775939501131377500,1775939501.1313775,15:31:41.131,304.0,22.7076
1775939502132205200,1775939502.1322052,15:31:42.132,315.0,23.5668
1775939503134644700,1775939503.1346447,15:31:43.134,262.0,25.538
1775939504127240000,1775939504.12724,15:31:44.127,283.0,18.3009
1775939505133988000,1775939505.133988,15:31:45.133,262.0,24.8912
1775939506130511000,1775939506.130511,15:31:46.130,231.0,19.9862
1775939507155616300,1775939507.1556163,15:31:47.155,252.0,45.9538
1775939508142293500,1775939508.1422935,15:31:48.142,168.0,32.1245
1775939509156063300,1775939509.1560633,15:31:49.156,220.0,47.4683
1775939510190033000,1775939510.190033,15:31:50.190,199.0,81.4204
1775939511136227100,1775939511.1362271,15:31:51.136,115.0,27.5546
1775939512144178600,1775939512.1441786,15:31:52.144,136.0,33.9465
1775939513147924000,1775939513.147924,15:31:53.147,168.0,39.341
1775939514139914000,1775939514.139914,15:31:54.139,147.0,31.3278
1775939515154376700,1775939515.1543767,15:31:55.154,136.0,44.952
1775939516138472800,1775939516.1384728,15:31:56.138,126.0,29.7935
1775939517200777500,1775939517.2007775,15:31:57.200,83.9,91.0013
1775939518148970000,1775939518.14897,15:31:58.148,73.4,40.2355
1775939519130090500,1775939519.1300905,15:31:59.130,147.0,21.4834
1775939520144838000,1775939520.144838,15:32:00.144,147.0,36.2298
1775939521136125000,1775939521.136125,15:32:01.136,147.0,27.1436
1775939522169840300,1775939522.1698403,15:32:02.169,168.0,60.3924
1775939523230702000,1775939523.230702,15:32:03.230,147.0,122.0702
1775939524134464700,1775939524.1344647,15:32:04.134,136.0,24.2619
1775939525191880200,1775939525.1918802,15:32:05.191,147.0,82.1455
1775939526138923400,1775939526.1389234,15:32:06.138,147.0,30.2446
1775939527143243800,1775939527.1432438,15:32:07.143,147.0,34.6587
1775939528141810000,1775939528.14181,15:32:08.141,147.0,32.1266
1775939529141181000,1775939529.141181,15:32:09.141,168.0,30.9122
1775939530131447600,1775939530.1314476,15:32:10.131,136.0,21.5082
1775939531142487500,1775939531.1424875,15:32:11.142,157.0,33.527
1775939532141402000,1775939532.141402,15:32:12.141,157.0,32.8129
1775939533151512400,1775939533.1515124,15:32:13.151,136.0,42.8304
1775939534148021000,1775939534.148021,15:32:14.148,157.0,39.4199
1775939535151848600,1775939535.1518486,15:32:15.151,136.0,43.2045
1775939536164064400,1775939536.1640644,15:32:16.164,189.0,53.1727
1775939537130527500,1775939537.1305275,15:32:17.130,273.0,19.3755
1775939538128003600,1775939538.1280036,15:32:18.128,294.0,19.3802
1775939539136220000,1775939539.13622,15:32:19.136,241.0,26.5747
1775939540122205300,1775939540.1222053,15:32:20.122,262.0,13.6071
1775939541150901000,1775939541.150901,15:32:21.150,294.0,40.5984
1775939542135418200,1775939542.1354182,15:32:22.135,294.0,26.7989
1775939543127473600,1775939543.1274736,15:32:23.127,294.0,18.873
1775939544129514000,1775939544.129514,15:32:24.129,283.0,18.2997
1775939545129742000,1775939545.129742,15:32:25.129,283.0,18.8297
1775939546134305000,1775939546.134305,15:32:26.134,283.0,25.6939
1775939547126551600,1775939547.1265516,15:32:27.126,304.0,17.887
1775939548138746300,1775939548.1387463,15:32:28.138,283.0,28.5506
1775939549127364000,1775939549.127364,15:32:29.127,283.0,18.7081
1775939550127965000,1775939550.127965,15:32:30.127,283.0,18.1119
1775939551128675200,1775939551.1286752,15:32:31.128,283.0,19.792
1775939552120327700,1775939552.1203277,15:32:32.120,294.0,11.6628
1775939553125862000,1775939553.125862,15:32:33.125,315.0,17.1356
1775939554127480300,1775939554.1274803,15:32:34.127,262.0,18.8067
1775939555146822000,1775939555.146822,15:32:35.146,231.0,38.1409
1775939556121939400,1775939556.1219394,15:32:36.121,273.0,13.3481
1775939557138239900,1775939557.1382399,15:32:37.138,252.0,27.148
1775939558143033000,1775939558.143033,15:32:38.143,304.0,34.4343
1775939559130266200,1775939559.1302662,15:32:39.130,262.0,21.6593
1775939560143120500,1775939560.1431205,15:32:40.143,252.0,34.5258
1775939561149230200,1775939561.1492302,15:32:41.149,294.0,38.6381
1775939562129524200,1775939562.1295242,15:32:42.129,283.0,18.3903
1775939563130913500,1775939563.1309135,15:32:43.130,283.0,22.2673
1775939564125282000,1775939564.125282,15:32:44.125,252.0,16.6832
1775939565127074500,1775939565.1270745,15:32:45.127,283.0,18.3945
1775939566127347700,1775939566.1273477,15:32:46.127,283.0,18.7219
1775939567126604600,1775939567.1266046,15:32:47.126,294.0,17.9042
1775939568126378000,1775939568.126378,15:32:48.126,315.0,17.6373
1775939569173860000,1775939569.17386,15:32:49.173,273.0,65.2137
1775939570128382000,1775939570.128382,15:32:50.128,304.0,19.7569
1775939571132125400,1775939571.1321254,15:32:51.132,315.0,22.906
1775939572125469000,1775939572.125469,15:32:52.125,262.0,16.5232
1775939573158421800,1775939573.1584218,15:32:53.158,304.0,47.2504
1775939574130059700,1775939574.1300597,15:32:54.130,325.0,19.1921
1775939575129567000,1775939575.129567,15:32:55.129,336.0,19.5496
1775939576132473700,1775939576.1324737,15:32:56.132,346.0,23.7764
1775939577148232000,1775939577.148232,15:32:57.148,262.0,39.5957
1775939578128620100,1775939578.1286201,15:32:58.128,241.0,20.0043
1775939579123821000,1775939579.123821,15:32:59.123,367.0,15.1919
1775939580123715400,1775939580.1237154,15:33:00.123,346.0,15.081
1775939581197713600,1775939581.1977136,15:33:01.197,273.0,89.0973
1775939582122877800,1775939582.1228778,15:33:02.122,241.0,14.2331
1775939583126170200,1775939583.1261702,15:33:03.126,304.0,17.5528
1775939584130596400,1775939584.1305964,15:33:04.130,304.0,19.2101
1775939585182366600,1775939585.1823666,15:33:05.182,220.0,71.8148
1775939586139501000,1775939586.139501,15:33:06.139,136.0,28.8945
1775939587191825200,1775939587.1918252,15:33:07.191,126.0,83.1274
1775939588136007000,1775939588.136007,15:33:08.136,115.0,26.6567
1775939589133552800,1775939589.1335528,15:33:09.133,178.0,24.9266
1775939590157889600,1775939590.1578896,15:33:10.157,178.0,47.6172
1775939591143817700,1775939591.1438177,15:33:11.143,168.0,33.5426
1775939592141446600,1775939592.1414466,15:33:12.141,157.0,32.1858
1775939593145400800,1775939593.1454008,15:33:13.145,168.0,35.1504
1775939594150902700,1775939594.1509027,15:33:14.150,168.0,41.0993
1775939595141890500,1775939595.1418905,15:33:15.141,168.0,33.1924
1775939596139103200,1775939596.1391032,15:33:16.139,157.0,30.4222
1775939597149226400,1775939597.1492264,15:33:17.149,168.0,40.5147
1775939598140983600,1775939598.1409836,15:33:18.140,147.0,32.3836
1775939599188477500,1775939599.1884775,15:33:19.188,126.0,79.9097
1775939600169884000,1775939600.169884,15:33:20.169,94.4,61.0901
1775939601129428400,1775939601.1294284,15:33:21.129,94.4,20.8207
1775939602149669400,1775939602.1496694,15:33:22.149,168.0,41.0745
1775939603131176200,1775939603.1311762,15:33:23.131,157.0,22.5008
1775939604139063600,1775939604.1390636,15:33:24.139,178.0,28.914
1775939605135794900,1775939605.1357949,15:33:25.135,178.0,27.1203
1775939606130265000,1775939606.130265,15:33:26.130,189.0,21.5498
1775939607134664500,1775939607.1346645,15:33:27.134,231.0,26.0603
1775939608126469400,1775939608.1264694,15:33:28.126,294.0,17.8795
1775939609150899000,1775939609.150899,15:33:29.150,304.0,40.2595
1775939610124165300,1775939610.1241653,15:33:30.124,315.0,14.2579
1775939611133208300,1775939611.1332083,15:33:31.133,231.0,22.0853
1775939612133554700,1775939612.1335547,15:33:32.133,315.0,23.2012
1775939613123673200,1775939613.1236732,15:33:33.123,294.0,13.7867
